scenario,sector,region,technology,sub_technology,year,lcoe
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2041.0,59.3599386
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2042.0,59.37852615
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2043.0,59.39390323
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2044.0,59.40662373
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2045.0,59.41714618
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2046.0,59.42585009
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2047.0,59.43304956
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2048.0,59.43900448
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2049.0,59.4439299
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2050.0,59.44800373
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2051.0,59.45137318
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2052.0,59.45416
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2053.0,59.45646491
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2054.0,59.45837124
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2055.0,59.4599479
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2056.0,59.46125189
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2057.0,59.46233037
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2058.0,59.46322234
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2059.0,59.46396004
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2060.0,59.46457015
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2061.0,59.46507475
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2062.0,59.46549208
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2063.0,59.46583723
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2064.0,59.46612268
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2065.0,59.46635876
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2066.0,59.46655401
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2067.0,59.4667155
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2068.0,59.46684905
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2069.0,59.4669595
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2018.0,7.837004729
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2019.0,7.826534955
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2020.0,7.816564948
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2021.0,7.807070276
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2022.0,7.798027752
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2023.0,7.789415369
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2024.0,7.781212235
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2025.0,7.773398511
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2026.0,7.765955355
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2027.0,7.758864868
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2028.0,7.752110048
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2029.0,7.745674736
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2030.0,7.739543578
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2031.0,7.733701977
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2032.0,7.728136059
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2033.0,7.722832631
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2034.0,7.717779148
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2035.0,7.712963683
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2036.0,7.708374886
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2037.0,7.704001965
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2038.0,7.699834652
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2039.0,7.695863177
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2040.0,7.692078243
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2041.0,7.688471005
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2042.0,7.685033042
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2043.0,7.681756343
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2044.0,7.678633278
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2045.0,7.675656587
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2046.0,7.672819357
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2047.0,7.670115007
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2048.0,7.66753727
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2049.0,7.665080178
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2050.0,7.66273805
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2051.0,7.660505474
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2052.0,7.658377297
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2053.0,7.656348609
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2054.0,7.654414735
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2055.0,7.652571222
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2056.0,7.650813827
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2057.0,7.64913851
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2058.0,7.64754142
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2059.0,7.646018889
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2060.0,7.644567422
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2061.0,7.643183692
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2062.0,7.641864524
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2063.0,7.640606896
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2064.0,7.639407928
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2065.0,7.638264875
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2066.0,7.637175122
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2067.0,7.636136177
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2068.0,7.635145663
Oxford - no_transition,Fossil Fuels,World,Coal,Coal,2069.0,7.634201319
Oxford - no_transition,Power,World,Renewables,Solar PV,2018.0,64.88113524
Oxford - no_transition,Power,World,Renewables,Solar PV,2019.0,60.80521692
Oxford - no_transition,Power,World,Renewables,Solar PV,2020.0,57.41895635
Oxford - no_transition,Power,World,Renewables,Solar PV,2021.0,54.52523176
Oxford - no_transition,Power,World,Renewables,Solar PV,2022.0,51.99954262
Oxford - no_transition,Power,World,Renewables,Solar PV,2023.0,49.75858357
Oxford - no_transition,Power,World,Renewables,Solar PV,2024.0,47.74406665
Oxford - no_transition,Power,World,Renewables,Solar PV,2025.0,45.91372824
Oxford - no_transition,Power,World,Renewables,Solar PV,2026.0,44.23601822
Oxford - no_transition,Power,World,Renewables,Solar PV,2027.0,42.68680624
Oxford - no_transition,Power,World,Renewables,Solar PV,2028.0,41.24750651
Oxford - no_transition,Power,World,Renewables,Solar PV,2029.0,39.903554
Oxford - no_transition,Power,World,Renewables,Solar PV,2030.0,38.64398891
Oxford - no_transition,Power,World,Renewables,Solar PV,2031.0,37.46181336
Oxford - no_transition,Power,World,Renewables,Solar PV,2032.0,36.35506001
Oxford - no_transition,Power,World,Renewables,Solar PV,2033.0,35.32586856
Oxford - no_transition,Power,World,Renewables,Solar PV,2034.0,34.37466119
Oxford - no_transition,Power,World,Renewables,Solar PV,2035.0,33.49650973
Oxford - no_transition,Power,World,Renewables,Solar PV,2036.0,32.68356722
Oxford - no_transition,Power,World,Renewables,Solar PV,2037.0,31.9278239
Oxford - no_transition,Power,World,Renewables,Solar PV,2038.0,31.2223057
Oxford - no_transition,Power,World,Renewables,Solar PV,2039.0,30.56086385
Oxford - no_transition,Power,World,Renewables,Solar PV,2040.0,29.93838656
Oxford - no_transition,Power,World,Renewables,Solar PV,2041.0,29.3505818
Oxford - no_transition,Power,World,Renewables,Solar PV,2042.0,28.79381354
Oxford - no_transition,Power,World,Renewables,Solar PV,2043.0,28.26497663
Oxford - no_transition,Power,World,Renewables,Solar PV,2044.0,27.76139985
Oxford - no_transition,Power,World,Renewables,Solar PV,2045.0,27.28076991
Oxford - no_transition,Power,World,Renewables,Solar PV,2046.0,26.82107128
Oxford - no_transition,Power,World,Renewables,Solar PV,2047.0,26.38053799
Oxford - no_transition,Power,World,Renewables,Solar PV,2048.0,25.95761473
Oxford - no_transition,Power,World,Renewables,Solar PV,2049.0,25.55092515
Oxford - no_transition,Power,World,Renewables,Solar PV,2050.0,25.15924592
Oxford - no_transition,Power,World,Renewables,Solar PV,2051.0,24.78148517
Oxford - no_transition,Power,World,Renewables,Solar PV,2052.0,24.41666466
Oxford - no_transition,Power,World,Renewables,Solar PV,2053.0,24.06390477
Oxford - no_transition,Power,World,Renewables,Solar PV,2054.0,23.72241196
Oxford - no_transition,Power,World,Renewables,Solar PV,2055.0,23.39146799
Oxford - no_transition,Power,World,Renewables,Solar PV,2056.0,23.07042094
Oxford - no_transition,Power,World,Renewables,Solar PV,2057.0,22.75867736
Oxford - no_transition,Power,World,Renewables,Solar PV,2058.0,22.45569564
Oxford - no_transition,Power,World,Renewables,Solar PV,2059.0,22.16098023
Oxford - no_transition,Power,World,Renewables,Solar PV,2060.0,21.87407667
Oxford - no_transition,Power,World,Renewables,Solar PV,2061.0,21.59456721
Oxford - no_transition,Power,World,Renewables,Solar PV,2062.0,21.32206707
Oxford - no_transition,Power,World,Renewables,Solar PV,2063.0,21.0562211
Oxford - no_transition,Power,World,Renewables,Solar PV,2064.0,20.79670087
Oxford - no_transition,Power,World,Renewables,Solar PV,2065.0,20.54320211
Oxford - no_transition,Power,World,Renewables,Solar PV,2066.0,20.29544241
Oxford - no_transition,Power,World,Renewables,Solar PV,2067.0,20.05315926
Oxford - no_transition,Power,World,Renewables,Solar PV,2068.0,19.8161082
Oxford - no_transition,Power,World,Renewables,Solar PV,2069.0,19.58406128
Oxford - no_transition,Power,World,Renewables,Wind,2018.0,53.77374128
Oxford - no_transition,Power,World,Renewables,Wind,2019.0,52.62406684
Oxford - no_transition,Power,World,Renewables,Wind,2020.0,51.59650517
Oxford - no_transition,Power,World,Renewables,Wind,2021.0,50.66707226
Oxford - no_transition,Power,World,Renewables,Wind,2022.0,49.81886508
Oxford - no_transition,Power,World,Renewables,Wind,2023.0,49.03980305
Oxford - no_transition,Power,World,Renewables,Wind,2024.0,48.32046466
Oxford - no_transition,Power,World,Renewables,Wind,2025.0,47.65274401
Oxford - no_transition,Power,World,Renewables,Wind,2026.0,47.02965409
Oxford - no_transition,Power,World,Renewables,Wind,2027.0,46.44533363
Oxford - no_transition,Power,World,Renewables,Wind,2028.0,45.89494306
Oxford - no_transition,Power,World,Renewables,Wind,2029.0,45.37442965
Oxford - no_transition,Power,World,Renewables,Wind,2030.0,44.88041503
Oxford - no_transition,Power,World,Renewables,Wind,2031.0,44.41005464
Oxford - no_transition,Power,World,Renewables,Wind,2032.0,43.96093188
Oxford - no_transition,Power,World,Renewables,Wind,2033.0,43.53097706
Oxford - no_transition,Power,World,Renewables,Wind,2034.0,43.11840469
Oxford - no_transition,Power,World,Renewables,Wind,2035.0,42.72166413
Oxford - no_transition,Power,World,Renewables,Wind,2036.0,42.33940057
Oxford - no_transition,Power,World,Renewables,Wind,2037.0,41.97042367
Oxford - no_transition,Power,World,Renewables,Wind,2038.0,41.61368224
Oxford - no_transition,Power,World,Renewables,Wind,2039.0,41.2682436
Oxford - no_transition,Power,World,Renewables,Wind,2040.0,40.93327659
Oxford - no_transition,Power,World,Renewables,Wind,2041.0,40.60803748
Oxford - no_transition,Power,World,Renewables,Wind,2042.0,40.29185833
Oxford - no_transition,Power,World,Renewables,Wind,2043.0,39.98413706
Oxford - no_transition,Power,World,Renewables,Wind,2044.0,39.68432923
Oxford - no_transition,Power,World,Renewables,Wind,2045.0,39.391941
Oxford - no_transition,Power,World,Renewables,Wind,2046.0,39.10652308
Oxford - no_transition,Power,World,Renewables,Wind,2047.0,38.82766564
Oxford - no_transition,Power,World,Renewables,Wind,2048.0,38.55499388
Oxford - no_transition,Power,World,Renewables,Wind,2049.0,38.28816419
Oxford - no_transition,Power,World,Renewables,Wind,2050.0,38.02686083
Oxford - no_transition,Power,World,Renewables,Wind,2051.0,37.77079306
Oxford - no_transition,Power,World,Renewables,Wind,2052.0,37.5196926
Oxford - no_transition,Power,World,Renewables,Wind,2053.0,37.27331141
Oxford - no_transition,Power,World,Renewables,Wind,2054.0,37.03141973
Oxford - no_transition,Power,World,Renewables,Wind,2055.0,36.79380439
Oxford - no_transition,Power,World,Renewables,Wind,2056.0,36.56026724
Oxford - no_transition,Power,World,Renewables,Wind,2057.0,36.33062382
Oxford - no_transition,Power,World,Renewables,Wind,2058.0,36.10470216
Oxford - no_transition,Power,World,Renewables,Wind,2059.0,35.88234167
Oxford - no_transition,Power,World,Renewables,Wind,2060.0,35.66339221
Oxford - no_transition,Power,World,Renewables,Wind,2061.0,35.44771319
Oxford - no_transition,Power,World,Renewables,Wind,2062.0,35.23517285
Oxford - no_transition,Power,World,Renewables,Wind,2063.0,35.02564747
Oxford - no_transition,Power,World,Renewables,Wind,2064.0,34.81902083
Oxford - no_transition,Power,World,Renewables,Wind,2065.0,34.61518356
Oxford - no_transition,Power,World,Renewables,Wind,2066.0,34.41403269
Oxford - no_transition,Power,World,Renewables,Wind,2067.0,34.21547111
Oxford - no_transition,Power,World,Renewables,Wind,2068.0,34.01940718
Oxford - no_transition,Power,World,Renewables,Wind,2069.0,33.82575436
Oxford - no_transition,Power,World,Renewables,Hydro,2018.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2019.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2020.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2021.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2022.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2023.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2024.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2025.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2026.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2027.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2028.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2029.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2030.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2031.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2032.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2033.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2034.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2035.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2036.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2037.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2038.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2039.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2040.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2041.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2042.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2043.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2044.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2045.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2046.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2047.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2048.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2049.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2050.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2051.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2052.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2053.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2054.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2055.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2056.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2057.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2058.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2059.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2060.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2061.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2062.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2063.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2064.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2065.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2066.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2067.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2068.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Hydro,2069.0,46.80000013
IEA - SPS,Power,United States,Nuclear,Nuclear,2018.0,90.00000025
IEA - SPS,Power,United States,Coal,Coal,2018.0,60.04294901
IEA - SPS,Power,United States,Natural gas,Gas CCGT,2018.0,51.55640538
IEA - SPS,Power,United States,Renewables,Solar PV,2018.0,64.88113524
IEA - SPS,Power,United States,Renewables,Wind,2018.0,53.77374128
IEA - SPS,Power,United States,Renewables,Wind,2018.0,53.77374128
IEA - SPS,Power,European Union,Nuclear,Nuclear,2018.0,90.00000025
IEA - SPS,Power,European Union,Coal,Coal,2018.0,60.04294901
IEA - SPS,Power,European Union,Natural gas,Gas CCGT,2018.0,51.55640538
IEA - SPS,Power,European Union,Renewables,Solar PV,2018.0,64.88113524
IEA - SPS,Power,European Union,Renewables,Wind,2018.0,53.77374128
IEA - SPS,Power,European Union,Renewables,Wind,2018.0,53.77374128
IEA - SPS,Power,China,Nuclear,Nuclear,2018.0,90.00000025
IEA - SPS,Power,China,Coal,Coal,2018.0,60.04294901
IEA - SPS,Power,China,Natural gas,Gas CCGT,2018.0,51.55640538
IEA - SPS,Power,China,Renewables,Solar PV,2018.0,64.88113524
IEA - SPS,Power,China,Renewables,Wind,2018.0,53.77374128
IEA - SPS,Power,China,Renewables,Wind,2018.0,53.77374128
IEA - SPS,Power,India,Nuclear,Nuclear,2018.0,90.00000025
IEA - SPS,Power,India,Coal,Coal,2018.0,60.04294901
IEA - SPS,Power,India,Natural gas,Gas CCGT,2018.0,51.55640538
IEA - SPS,Power,India,Renewables,Solar PV,2018.0,64.88113524
IEA - SPS,Power,India,Renewables,Wind,2018.0,53.77374128
IEA - SPS,Power,India,Renewables,Wind,2018.0,53.77374128
IEA - SPS,Power,United States,Nuclear,Nuclear,2040.0,90.00000025
IEA - SPS,Power,United States,Coal,Coal,2040.0,59.25846614
IEA - SPS,Power,United States,Natural gas,Gas CCGT,2040.0,59.33747163
IEA - SPS,Power,United States,Renewables,Solar PV,2040.0,29.93838656
IEA - SPS,Power,United States,Renewables,Wind,2040.0,40.93327659
IEA - SPS,Power,United States,Renewables,Wind,2040.0,40.93327659
IEA - SPS,Power,European Union,Nuclear,Nuclear,2040.0,90.00000025
IEA - SPS,Power,European Union,Coal,Coal,2040.0,59.25846614
IEA - SPS,Power,European Union,Natural gas,Gas CCGT,2040.0,59.33747163
IEA - SPS,Power,European Union,Renewables,Solar PV,2040.0,29.93838656
IEA - SPS,Power,European Union,Renewables,Wind,2040.0,40.93327659
IEA - SPS,Power,European Union,Renewables,Wind,2040.0,40.93327659
IEA - SPS,Power,China,Nuclear,Nuclear,2040.0,90.00000025
IEA - SPS,Power,China,Coal,Coal,2040.0,59.25846614
IEA - SPS,Power,China,Natural gas,Gas CCGT,2040.0,59.33747163
IEA - SPS,Power,China,Renewables,Solar PV,2040.0,29.93838656
IEA - SPS,Power,China,Renewables,Wind,2040.0,40.93327659
IEA - SPS,Power,China,Renewables,Wind,2040.0,40.93327659
IEA - SPS,Power,India,Nuclear,Nuclear,2040.0,90.00000025
IEA - SPS,Power,India,Coal,Coal,2040.0,59.25846614
IEA - SPS,Power,India,Natural gas,Gas CCGT,2040.0,59.33747163
IEA - SPS,Power,India,Renewables,Solar PV,2040.0,29.93838656
IEA - SPS,Power,India,Renewables,Wind,2040.0,40.93327659
IEA - SPS,Power,India,Renewables,Wind,2040.0,40.93327659
IEA - SDS,Power,United States,Nuclear,Nuclear,2018.0,90.00000025
IEA - SDS,Power,United States,Coal,Coal,2018.0,60.04294901
IEA - SDS,Power,United States,Natural gas,Gas CCGT,2018.0,51.55640538
IEA - SDS,Power,United States,Renewables,Solar PV,2018.0,64.09704262
IEA - SDS,Power,United States,Renewables,Wind,2018.0,53.64811123
IEA - SDS,Power,United States,Renewables,Wind,2018.0,53.64811123
IEA - SDS,Power,European Union,Nuclear,Nuclear,2018.0,90.00000025
IEA - SDS,Power,European Union,Coal,Coal,2018.0,60.04294901
IEA - SDS,Power,European Union,Natural gas,Gas CCGT,2018.0,51.55640538
IEA - SDS,Power,European Union,Renewables,Solar PV,2018.0,64.09704262
IEA - SDS,Power,European Union,Renewables,Wind,2018.0,53.64811123
IEA - SDS,Power,European Union,Renewables,Wind,2018.0,53.64811123
IEA - SDS,Power,China,Nuclear,Nuclear,2018.0,90.00000025
IEA - SDS,Power,China,Coal,Coal,2018.0,60.04294901
IEA - SDS,Power,China,Natural gas,Gas CCGT,2018.0,51.55640538
IEA - SDS,Power,China,Renewables,Solar PV,2018.0,64.09704262
IEA - SDS,Power,China,Renewables,Wind,2018.0,53.64811123
IEA - SDS,Power,China,Renewables,Wind,2018.0,53.64811123
IEA - SDS,Power,India,Nuclear,Nuclear,2018.0,90.00000025
IEA - SDS,Power,India,Coal,Coal,2018.0,60.04294901
IEA - SDS,Power,India,Natural gas,Gas CCGT,2018.0,51.55640538
IEA - SDS,Power,India,Renewables,Solar PV,2018.0,64.09704262
IEA - SDS,Power,India,Renewables,Wind,2018.0,53.64811123
IEA - SDS,Power,India,Renewables,Wind,2018.0,53.64811123
IEA - SDS,Power,United States,Nuclear,Nuclear,2040.0,90.00000025
IEA - SDS,Power,United States,Coal,Coal,2040.0,59.25846614
IEA - SDS,Power,United States,Natural gas,Gas CCGT,2040.0,59.33747163
IEA - SDS,Power,United States,Renewables,Solar PV,2040.0,14.65910931
IEA - SDS,Power,United States,Renewables,Wind,2040.0,33.13948938
IEA - SDS,Power,United States,Renewables,Wind,2040.0,33.13948938
IEA - SDS,Power,European Union,Nuclear,Nuclear,2040.0,90.00000025
IEA - SDS,Power,European Union,Coal,Coal,2040.0,59.25846614
IEA - SDS,Power,European Union,Natural gas,Gas CCGT,2040.0,59.33747163
IEA - SDS,Power,European Union,Renewables,Solar PV,2040.0,14.65910931
IEA - SDS,Power,European Union,Renewables,Wind,2040.0,33.13948938
IEA - SDS,Power,European Union,Renewables,Wind,2040.0,33.13948938
IEA - SDS,Power,China,Nuclear,Nuclear,2040.0,90.00000025
IEA - SDS,Power,China,Coal,Coal,2040.0,59.25846614
IEA - SDS,Power,China,Natural gas,Gas CCGT,2040.0,59.33747163
IEA - SDS,Power,China,Renewables,Solar PV,2040.0,14.65910931
IEA - SDS,Power,China,Renewables,Wind,2040.0,33.13948938
IEA - SDS,Power,China,Renewables,Wind,2040.0,33.13948938
IEA - SDS,Power,India,Nuclear,Nuclear,2040.0,90.00000025
IEA - SDS,Power,India,Coal,Coal,2040.0,59.25846614
IEA - SDS,Power,India,Natural gas,Gas CCGT,2040.0,59.33747163
IEA - SDS,Power,India,Renewables,Solar PV,2040.0,14.65910931
IEA - SDS,Power,India,Renewables,Wind,2040.0,33.13948938
IEA - SDS,Power,India,Renewables,Wind,2040.0,33.13948938
IEA - SPS,Power,Global,Nuclear,Nuclear,2018.0,
IEA - SPS,Power,Global,Coal,Coal,2018.0,
IEA - SPS,Power,Global,Natural gas,Gas CCGT,2018.0,
IEA - SPS,Power,Global,Renewables,Solar PV,2018.0,
IEA - SPS,Power,Global,Renewables,Wind,2018.0,
IEA - SPS,Power,Global,Renewables,Wind,2018.0,
IEA - SPS,Power,Global,Nuclear,Nuclear,2040.0,
IEA - SPS,Power,Global,Coal,Coal,2040.0,
IEA - SPS,Power,Global,Natural gas,Gas CCGT,2040.0,
IEA - SPS,Power,Global,Renewables,Solar PV,2040.0,
IEA - SPS,Power,Global,Renewables,Wind,2040.0,
IEA - SPS,Power,Global,Renewables,Wind,2040.0,
IEA - SDS,Power,Global,Nuclear,Nuclear,2018.0,
IEA - SDS,Power,Global,Coal,Coal,2018.0,
IEA - SDS,Power,Global,Natural gas,Gas CCGT,2018.0,
IEA - SDS,Power,Global,Renewables,Solar PV,2018.0,
IEA - SDS,Power,Global,Renewables,Wind,2018.0,
IEA - SDS,Power,Global,Renewables,Wind,2018.0,
IEA - SDS,Power,Global,Nuclear,Nuclear,2040.0,
IEA - SDS,Power,Global,Coal,Coal,2040.0,
IEA - SDS,Power,Global,Natural gas,Gas CCGT,2040.0,
IEA - SDS,Power,Global,Renewables,Solar PV,2040.0,
IEA - SDS,Power,Global,Renewables,Wind,2040.0,
IEA - SDS,Power,Global,Renewables,Wind,2040.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
